"_0_Reviewer";"paper_title";"publication_year";"paper_doi";"publication_type";"author_affiliation_type";"country_studied";"country_studied_multiple";"country_studied_other";"author_in_country_studied";"disease";"objectives";"other_objective";"individual_representation";"individual_representation_othe";"space_representation";"model_structure";"model_structure_unclear_reason";"parametrization";"validation";"validation_other";"outbreak_type";"intervention_modelled";"intervention_modelled_other";"vax_modelled_with_non_vax";"is_vax_effective";"modelling_timing";"outcome_measured";"outcome_measured_other";"sensitivity_analysis";"data_used";"data_available";"simulation_code_available";"_index"
"james";"School dismissal as a pandemic influenza response: When, where and for how long?";"2019";"https://doi.org/10.1016/j.epidem.2019.100348";"original_research";"academic_institutions government_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"school_closure";"";"no";"";"prospective";"cases_averted timing_of_peak outcome_other";"Cumulative attack rate";"yes";"yes";"yes";"no";"178"
"james";"Simulating school closure strategies to mitigate an influenza epidemic";"2010";"https://doi.org/10.1097/phh.0b013e3181ce594e";"original_research";"academic_institutions government_institutions NGO";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"model_not_validated";"";"real_outbreak";"school_closure";"";"no";"";"prospective";"attack_rate outcome_other";"Incidence";"yes";"yes";"yes";"no";"179"
"james";"A new epidemics–logistics model: Insights into controlling the Ebola virus disease in West Africa";"2018";"https://doi.org/10.1016/j.ejor.2017.08.037";"original_research";"academic_institutions";"multiple";"GN LR SL";"";"no";"Ebola";"assess_impact_future";"";"compartments";"";"yes";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"intervention_other";"Ebola Treatment Units";"no";"";"prospective";"outcome_other";"Funerals, Cumulative infections";"yes";"yes";"yes";"no";"180"
"james";"Costs and Benefits of Including Inactivated in Addition to Oral Poliovirus Vaccine in Outbreak Response After Cessation of Oral Poliovirus Vaccine Use";"2017";"https://doi.org/10.1177/2381468317697002";"original_research";"NGO";"NG";"";"";"no";"Poliomyelitis";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"cost dalys outcome_other";"Incremental cost effectiveness ratio, incremental net benefits";"yes";"yes";"no";"no";"181"
"james";"A stochastic equation-based model of the value of international air-travel restrictions for controlling pandemic FLU";"2007";"https://doi.org/10.1109/wsc.2007.4419768";"conference_proceeding";"NGO";"other";"";"Global";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"travel_restriction";"";"no";"";"prospective";"timing_of_peak outcome_other";"Peak magnitude";"no";"yes";"yes";"no";"182"
"james";"Efficacy of control measures in the control of ebola, liberia 2014–2015";"2018";"https://doi.org/10.1080/17513758.2018.1535095";"original_research";"academic_institutions";"LR";"";"";"no";"Ebola";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"education isolation quarantine safe_burial distancing";"";"no";"";"retrospective";"outcome_other";"Cumulative deaths, cumulative cases";"yes";"yes";"yes";"no";"183"
"james";"Potential impact of a ventilation intervention for influenza in the context of a dense indoor contact network in Hong Kong";"2016";"https://doi.org/10.1016/j.scitotenv.2016.06.179";"original_research";"academic_institutions";"HK";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"face_masks isolation school_closure vaccination ventilation";"";"yes";"no";"prospective";"timing_of_peak outcome_other";"Peak infection rate";"yes";"yes";"yes";"no";"184"
"james";"Evaluation of outbreak response immunization in the control of pertussis using agent-based modeling";"2016";"https://doi.org/10.7717/peerj.2337";"original_research";"academic_institutions";"CA";"";"";"yes";"Pertussis";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"cases_averted outcome_other";"Cumulative incidence";"yes";"yes";"yes";"no";"185"
"james";"Evaluation of strategies to control a potential outbreak of foot-and-mouth disease in Sweden";"2017";"https://doi.org/10.3389/fvets.2017.00118";"original_research";"government_institutions";"SE";"";"";"yes";"FMD";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"culling vaccination intervention_other";"Movement restriction, national standstill, protection zones, surveillance zones";"yes";"no";"prospective";"outbreak_duration_and_timing final_epidemic_size outcome_other";"Total number of herds surveilled, Total number of herds culled, Total number of herds vaccinated";"yes";"yes";"no";"no";"186"
"james";"Comparing control strategies against foot-and-mouth disease: Will vaccination be cost-effective in Denmark?";"2013";"https://doi.org/10.1016/j.prevetmed.2013.05.008";"original_research";"academic_institutions";"DK";"";"";"yes";"FMD";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"vaccination intervention_other";"Depopulation of detected herds, protection, surveillance zones, movement tracing, national standstill";"yes";"the_outcomes_were_inconclusive";"prospective";"outbreak_duration_and_timing cost outcome_other";"Number of infected herds, number of depopulated herds, export losses";"yes";"yes";"no";"no";"187"
"james";"Effects of internal border control on spread of pandemic influenza";"2007";"https://doi.org/10.3201/eid1307.060740";"original_research";"academic_institutions government_institutions";"AU";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"travel_restriction";"";"no";"";"prospective";"outcome_other";"Delay between epidemics";"yes";"yes";"yes";"no";"188"
"james";"Optimal control for pandemic influenza: The role of limited antiviral treatment and isolation";"2010";"https://doi.org/10.1016/j.jtbi.2010.04.003";"original_research";"academic_institutions NGO";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"isolation intervention_other";"Antiviral treatment";"no";"";"prospective";"attack_rate outcome_other";"Cumulative incidence";"yes";"no";"";"no";"189"
"james";"Can antiviral drugs contain pandemic influenza transmission?";"2011";"https://doi.org/10.1371/journal.pone.0017764";"original_research";"academic_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"antiviral_prophylaxis";"";"no";"";"prospective";"final_epidemic_size attack_rate";"";"no";"yes";"no";"no";"190"
"james";"Estimating the effectiveness of early control measures through school absenteeism surveillance in observed outbreaks at Rural Schools in Hubei, China";"2014";"https://doi.org/10.1371/journal.pone.0106856";"original_research";"academic_institutions government_institutions NGO";"CN";"";"";"yes";"Influenza Mumps Varicella";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"intervention_other";"School absenteeism surveillance";"no";"";"retrospective";"attack_rate outcome_other";"Extra protective rate";"no";"yes";"yes";"no";"191"
"james";"Effectiveness and cost-effectiveness of expanded antiviral prophylaxis and adjuvanted vaccination strategies for an influenza A (H5N1) pandemic";"2009";"https://doi.org/10.7326/0000605-200912150-00156";"original_research";"academic_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"antiviral_prophylaxis vaccination";"";"yes";"yes";"prospective";"cases_averted deaths_averted cost qualys outcome_other";"Incremental cost effectiveness ratio";"yes";"yes";"yes";"no";"192"
"james";"A Simulation-based assessment of school closure strategies during an influenza epidemic";"2011";"https://doi.org/10.1109/icemms.2011.6015624";"conference_proceeding";"academic_institutions";"CN";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"school_closure";"";"no";"";"prospective";"timing_of_peak attack_rate outcome_other";"Peak daily infection";"no";"yes";"yes";"no";"193"
"james";"A multilayer framework to assess influenza intervention policies";"2011";"https://doi.org/10.1109/icfcsa.2011.37";"conference_proceeding";"academic_institutions";"TW";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"deterministic";"";"values_from_guess_and_expert_opion";"model_not_validated";"";"real_outbreak";"treatment intervention_other";"Hospitalization";"no";"";"prospective";"timing_of_peak outcome_other";"Peak magnitude";"no";"no";"";"no";"194"
"james";"A discrete-time model with vaccination for a measles epidemic";"1991";"https://doi.org/10.1016/0025-5564(91)90051-j";"original_research";"academic_institutions";"US";"";"";"yes";"Measles";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"retrospective";"outcome_other";"Cumulative incidence";"no";"yes";"yes";"no";"195"
"james";"Adaptive vaccination strategies to mitigate pandemic influenza";"2009";"https://doi.org/10.1371/journal.pone.0008164";"original_research";"academic_institutions government_institutions";"MX";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"timing_of_peak hospitalizations outcome_other";"Deaths";"no";"yes";"yes";"no";"196"
"james";"Assessing the efficiency of movement restriction as a control strategy of ebola";"2016";"https://doi.org/10.1007/978-3-319-40413-4_9";"book_chapter";"academic_institutions";"none";"";"";"NA";"Ebola";"assess_impact_future";"";"compartments";"";"yes";"deterministic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"travel_restriction";"";"no";"";"prospective";"final_epidemic_size";"";"no";"no";"";"no";"197"
"james";"Effectiveness of Ebola treatment units and community care centers — Liberia, september 23–October 31, 2014";"2015";"NA";"pub_type_other";"government_institutions";"LR";"";"";"no";"Ebola";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"intervention_other";"Ebola treatment units, community care centers";"no";"";"retrospective";"cases_averted outcome_other";"Cumulative incidence";"no";"yes";"yes";"no";"198"
"james";"How to minimize the attack rate during multiple influenza outbreaks in a heterogeneous population";"2012";"https://doi.org/10.1371/journal.pone.0036573";"original_research";"academic_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"intervention_other";"Unclear";"no";"";"prospective";"outcome_other";"CUmulative attack rate";"no";"no";"";"no";"199"
"james";"Mathematical models for devising the optimal Ebola virus disease eradication";"2017";"https://doi.org/10.1186/s12967-017-1224-6";"original_research";"academic_institutions";"LR";"";"";"no";"Ebola";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"isolation treatment vaccination";"";"no";"";"prospective";"outcome_other";"Infection rate";"no";"yes";"yes";"no";"200"
"james";"Toward effective vaccine deployment: A systematic study";"2011";"Toward effective vaccine deployment: A systematic study";"original_research";"academic_institutions";"HK";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"outcome_other";"Cumulative infections";"no";"yes";"yes";"no";"201"
"james";"Seasonal transmission potential and activity peaks of the new influenza A(H1N1): A Monte Carlo likelihood analysis based on human mobility";"2009";"https://doi.org/10.1186/1741-7015-7-45";"original_research";"academic_institutions";"other";"";"Global";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"treatment";"";"no";"";"prospective";"final_epidemic_size timing_of_peak outcome_other";"Incidence";"yes";"yes";"no";"no";"202"
"james";"Simulation optimization for an age-based vaccines distribution strategy against the spread of influenza epidemic";"2016";"NA";"conference_proceeding";"academic_institutions";"MX";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"outbreak_duration_and_timing";"";"no";"no";"";"no";"203"
"james";"The impact of regular school closure on seasonal influenza epidemics: A data-driven spatial transmission model for Belgium";"2018";"http://dx.doi.org/10.1186/s12879-017-2934-3";"original_research";"academic_institutions government_institutions";"BE";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"school_closure";"";"no";"";"prospective";"timing_of_peak outcome_other";"Peak difference, Incidence";"no";"yes";"no";"no";"204"
"james";"Multi-scale modeling for the transmission of influenza and the evaluation of interventions toward it";"2015";"10.1038/srep08980";"original_research";"academic_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"school_closure vaccination";"";"no";"";"prospective";"attack_rate";"";"yes";"yes";"yes";"no";"205"
"james";"Behavior in the time of cholera: Evidence from the 2008-2009 cholera outbreak in Zimbabwe";"2014";"10.1007/978-3-319-05579-4_29";"book_chapter";"academic_institutions";"ZW";"";"";"no";"Cholera";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"intervention_other";"Water treatment";"no";"";"prospective";"outcome_other";"Incidence";"yes";"yes";"no";"no";"206"
"james";"Modeling the role of public health education in Ebola virus disease outbreaks in Sudan";"2017";"10.1016/j.idm.2017.06.004";"original_research";"academic_institutions";"SD";"";"";"no";"Ebola";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_fitted_to_ts";"compared_with_data";"";"hypothetical_outbreak";"education";"";"no";"";"prospective";"final_epidemic_size outcome_other";"Cumulative incidence";"yes";"yes";"yes";"no";"207"
"james";"The effect of mask use on the spread of influenza during a pandemic";"2010";"10.1111/j.1539-6924.2010.01428.x";"original_research";"academic_institutions government_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"face_masks";"";"no";"";"prospective";"attack_rate outcome_other";"R0";"no";"no";"";"no";"208"
"james";"Influenza pandemic waves under various mitigation strategies with 2009 H1N1 as a case study";"2010";"10.1371/journal.pone.0014307";"original_research";"academic_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"school_closure vaccination intervention_other";"Antiviral treatment";"no";"";"prospective";"final_epidemic_size timing_of_peak outcome_other";"Cumulative attack rate, peak magnitude";"no";"no";"";"no";"209"
"james";"Vaccinating in disease-free regions: A vaccine model with application to yellow fever";"2007";"10.1098/rsif.2007.0234";"original_research";"academic_institutions government_institutions";"BR";"";"";"yes";"Yellow_Fever";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"final_epidemic_size outcome_other";"R0, vaccination coverage";"no";"no";"";"no";"210"
"james";"An evaluation of alternate control strategies for foot-and-mouth disease in Australia: a regional approach";"1995";"10.1016/0167-5877(94)00433-J";"original_research";"government_institutions NGO";"AU";"";"";"yes";"FMD";"assess_impact_future";"";"agents";"";"no";"stochastic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"vaccination intervention_other";"stamping out, dangerous contact slaughter";"yes";"no";"prospective";"outbreak_duration_and_timing final_epidemic_size cost outcome_other";"compensation, control costs, output effects, income effects, employment effects";"no";"no";"";"no";"211"
"james";"Early vaccine availability represents an important public health advance for the control of pandemic influenza";"2015";"10.1186/s13104-015-1157-1";"original_research";"academic_institutions";"CA";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"attack_rate";"";"no";"yes";"yes";"no";"212"
"james";"Characterization of outbreak response strategies and potential vaccine stockpile needs for the polio endgame";"2016";"10.1186/s12879-016-1465-7";"original_research";"government_institutions NGO";"other";"";"Global";"NA";"Poliomyelitis";"assess_impact_future";"";"compartments";"";"yes";"deterministic stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"outcome_other";"Paralytic incidence, average expected number of cases";"yes";"no";"";"no";"213"
"james";"Measles outbreak response Decision-Making under uncertainty: A retrospective analysis";"2018";"10.1098/rsif.2017.0575";"original_research";"academic_institutions government_institutions";"BR";"";"";"yes";"Measles";"assess_impact_past";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"retrospective";"outcome_other";"Immunization threshold";"yes";"yes";"yes";"no";"214"
"james";"Effective real-time allocation of pandemic interventions";"2010";"10.1109/WSC.2010.5678919";"conference_proceeding";"NGO";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"outcome_other";"Morbidity, indirect protection";"yes";"no";"";"no";"215"
"james";"Vaccine prioritization for effective pandemic response";"2015";"10.1287/inte.2015.0814";"original_research";"academic_institutions government_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"individuals_representation_other";"compartmental, agent";"no";"deterministic stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data compared_with_other_model_output";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"attack_rate outcome_other";"Mortality rate";"yes";"yes";"yes";"no";"216"
"james";"Modelling the strategies for age specific vaccination scheduling during influenza pandemic outbreaks";"2011";"10.3934/mbe.2011.8.123";"original_research";"academic_institutions";"HU";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"final_epidemic_size attack_rate outcome_other";"Total deaths";"yes";"yes";"yes";"no";"217"
"james";"Evaluating the effects of common control measures for influenza A (H1N1) outbreak at school in China: A modeling study";"2017";"10.1371/journal.pone.0177672";"original_research";"academic_institutions government_institutions";"CN";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"antiviral_prophylaxis isolation school_closure vaccination intervention_other";"Therapeutics";"yes";"yes";"prospective";"outbreak_duration_and_timing attack_rate";"";"yes";"yes";"yes";"no";"218"
"james";"Incorporating media data into a model of infectious disease transmission";"2019";"10.1371/journal.pone.0197646";"original_research";"NGO";"multiple";"MX US";"";"yes";"Influenza";"assess_impact_past";"";"agents";"";"no";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"media_campaign";"";"no";"";"retrospective";"final_epidemic_size";"";"yes";"yes";"yes";"no";"219"
"james";"Modeling the heterogeneity of dengue transmission in a city";"2018";"10.3390/ijerph15061128";"original_research";"academic_institutions government_institutions NGO";"CN";"";"";"yes";"Dengue";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination intervention_other";"vector control";"no";"";"prospective";"final_epidemic_size timing_of_peak outcome_other";"Peak size";"no";"yes";"no";"no";"220"
"james";"Policies to reduce influenza in the workplace: Impact assessments using an agent-based model";"2013";"10.2105/AJPH.2013.301269";"original_research";"academic_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"intervention_other";"Paid sick days, stay-at-home behaviour";"no";"";"prospective";"final_epidemic_size attack_rate";"";"yes";"no";"";"no";"221"
"james";"Transmission dynamics of cholera with hyperinfectious and hypoinfectious vibrios: Mathematical modelling and control strategies";"2019";"10.3934/mbe.2019216";"original_research";"academic_institutions";"HT";"";"";"no";"Cholera";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data";"";"real_outbreak";"hygiene quarantine treatment vaccination";"";"yes";"yes";"prospective";"final_epidemic_size cost";"";"no";"yes";"no";"no";"222"
"james";"Optimal intervention strategies for a SEIR control model of Ebola epidemics";"2015";"10.3390/math3040961";"original_research";"academic_institutions";"none";"";"";"NA";"Ebola";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature";"model_not_validated";"";"real_outbreak";"intervention_other";"Reducing transmission";"no";"";"prospective";"cost outcome_other";"Total fraction of infected and exposed";"no";"no";"";"no";"223"
"james";"Simulation of key interventions for seasonal influenza outbreak control at school in Changsha, China";"2018";"10.1177/0300060518764268";"original_research";"academic_institutions government_institutions";"CN";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"antiviral_prophylaxis isolation school_closure vaccination intervention_other";"Antiviral treatment";"yes";"no";"prospective";"outbreak_duration_and_timing attack_rate";"";"no";"yes";"no";"no";"224"
"james";"The potential impact of case-area targeted interventions in response to cholera outbreaks: A modeling study";"2018";"10.1371/journal.pmed.1002509";"original_research";"academic_institutions government_institutions NGO";"TD";"";"";"yes";"Cholera";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination intervention_other";"Antibiotic prophylaxis, Point-of-use water treatment";"yes";"yes";"prospective";"cases_averted outbreak_duration_and_timing outcome_other";"Incidence";"yes";"yes";"no";"no";"225"
"james";"An optimal control problem arising from a dengue disease transmission model";"2013";"10.1016/j.mbs.2012.11.014";"original_research";"academic_institutions";"none";"";"";"NA";"Dengue";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"treatment intervention_other";"Mosquito repellent";"no";"";"prospective";"final_epidemic_size";"";"yes";"no";"";"no";"226"
"james";"A note on the use of optimal control on a discrete time model of influenza dynamics";"2011";"10.3934/mbe.2011.8.183";"original_research";"academic_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"distancing intervention_other";"Antiviral treatment";"no";"";"prospective";"final_epidemic_size cost outcome_other";"Incidence";"yes";"no";"";"no";"227"
"james";"Transmission dynamics and final epidemic size of ebola virus disease outbreaks with varying interventions";"2015";"10.1371/journal.pone.0131398";"original_research";"academic_institutions";"other";"";"West Africa";"no";"Ebola";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"intervention_other";"several interventions to reduce transmission";"no";"";"prospective";"final_epidemic_size";"";"yes";"yes";"yes";"no";"228"
"james";"Model-Based Comprehensive Analysis of School Closure Policies for Mitigating Influenza Epidemics and Pandemics";"2016";"10.1371/journal.pcbi.1004681";"original_research";"academic_institutions government_institutions NGO";"GB";"";"";"yes";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_other_model_output";"";"real_outbreak";"school_closure";"";"no";"";"prospective";"timing_of_peak attack_rate outcome_other";"peak incidence, average number of weeks lost";"yes";"yes";"no";"no";"229"
"james";"The impact of human behavioral changes in 2014 West Africa Ebola Outbreak";"2015";"10.1007/978-3-319-16268-3_8";"book_chapter";"NGO";"multiple";"GN LR SL";"";"no";"Ebola";"assess_impact_past";"";"compartments";"";"yes";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"behavioural_change";"";"no";"";"retrospective";"outcome_other";"R0";"yes";"yes";"yes";"no";"230"
"james";"Predicting and evaluating the epidemic trend of Ebola virus disease in the 2014-2015 outbreak and the effects of intervention measures";"2016";"10.1371/journal.pone.0152438";"original_research";"academic_institutions government_institutions";"other";"";"West Africa";"no";"Ebola";"assess_impact_past";"";"compartments";"";"yes";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"isolation safe_burial vaccination intervention_other";"Protected sex with condoms, Early detection and diagnosis, preventing importation";"no";"";"prospective";"final_epidemic_size outcome_other";"Total deaths";"yes";"yes";"yes";"no";"231"
"james";"A 'small-world-like' model for comparing interventions aimed at preventing and controlling influenza pandemics";"2006";"10.1186/1741-7015-4-26";"original_research";"academic_institutions NGO";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data";"";"hypothetical_outbreak";"antiviral_prophylaxis school_closure treatment vaccination work_closure intervention_other";"Stay-at-home";"no";"";"prospective";"outbreak_duration_and_timing final_epidemic_size attack_rate outcome_other";"Cumulative incidence";"yes";"yes";"no";"no";"232"
"james";"Initial validation of a simulation model for estimating the impact of serogroup A Neisseria meningitidis vaccination in the African meningitis belt";"2018";"10.1371/journal.pone.0206117";"original_research";"government_institutions NGO";"BF";"";"";"yes";"Meningococcal_meningitis";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"outcome_other";"Incidence";"yes";"yes";"no";"no";"233"
"james";"Modeling ring-vaccination strategies to control ebola virus disease epidemics";"2016";"10.1007/978-3-319-40413-4_6";"original_research";"academic_institutions";"other";"";"West Africa";"no";"Ebola";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature";"model_not_validated";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"outbreak_duration_and_timing final_epidemic_size";"";"no";"no";"";"no";"234"
"james";"Modeling the impact of air, sea, and land travel restrictions supplemented by other interventions on the emergence of a new influenza pandemic virus";"2012";"10.1186/1471-2334-12-309";"original_research";"academic_institutions";"HK";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_fitted_to_ts";"model_not_validated";"";"hypothetical_outbreak";"travel_restriction intervention_other";"Hospitalization, antiviral treatment";"no";"";"prospective";"timing_of_peak attack_rate";"";"yes";"yes";"yes";"no";"235"
"james";"Simulating the potential role of media coverage and infected bats in the 2014 Ebola outbreak";"2017";"10.1016/j.jtbi.2016.10.009";"original_research";"academic_institutions";"other";"";"West Africa";"no";"Ebola";"assess_impact_past";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"media_campaign intervention_other";"Capturing infected bats";"no";"";"retrospective";"timing_of_peak outcome_other";"Cumulative cases, cumulative deaths, peak magnitude";"yes";"yes";"yes";"no";"236"
